2025-03-06 22:23:35 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : TM_6014 : Initializing session [s_m_Q10] at [Thu Mar 06 22:23:35 2025].
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8222 : Target file [C:\Users\Administrator\Documents\Banking_HandsOnExercises\target_normal_q101.txt] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table target_master_Outer :Writing output to: C:\Users\Administrator\Documents\Banking_HandsOnExercises\target_master_outer1.txt
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8222 : Target file [C:\Users\Administrator\Documents\Banking_HandsOnExercises\target_master_outer1.txt] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table target_detail_outerq10 :Writing output to: C:\Users\Administrator\Documents\Banking_HandsOnExercises\target_detail_outerq101.txt
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8222 : Target file [C:\Users\Administrator\Documents\Banking_HandsOnExercises\target_detail_outerq101.txt] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table target_full_outer :Writing output to: C:\Users\Administrator\Documents\Banking_HandsOnExercises\target_full_outer1.txt
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8222 : Target file [C:\Users\Administrator\Documents\Banking_HandsOnExercises\target_full_outer1.txt] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #1 consists of target(s) [Target_Normal_Q10]
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #2 consists of target(s) [target_master_Outer]
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #3 consists of target(s) [target_detail_outerq10]
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #4 consists of target(s) [target_full_outer]
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8003 : Writer initialization complete.
2025-03-06 22:23:35 : INFO : (10044 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16007 : Reader run started.
2025-03-06 22:23:35 : INFO : (10044 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16007 : Reader run started.
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8005 : Writer run started.
2025-03-06 22:23:35 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8158 : 

*****START LOAD SESSION*****

Load Start Time: Thu Mar 06 22:23:35 2025

Target tables:

     Target_Normal_Q10
     target_master_Outer
     target_detail_outerq10
     target_full_outer


2025-03-06 22:23:36 : INFO : (10044 | READER_1_1_1) : (IS | IS) : node01 : FR_3076 : Skipped over [1] lines.
2025-03-06 22:23:36 : INFO : (10044 | READER_1_1_1) : (IS | IS) : node01 : DBG_21430 : DBG_21430 Reading data from input source file [C:\Users\Administrator\Documents\Banking_HandsOnExercises\Bank_Data_file_2.csv] : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : WARNING : (10044 | READER_1_2_1) : (IS | IS) : node01 : FR_3121 : Number of cloumn in source files are more than metadata.
2025-03-06 22:23:36 : INFO : (10044 | READER_1_2_1) : (IS | IS) : node01 : FR_3076 : Skipped over [1] lines.
2025-03-06 22:23:36 : INFO : (10044 | READER_1_2_1) : (IS | IS) : node01 : DBG_21430 : DBG_21430 Reading data from input source file [C:\Users\Administrator\Documents\Banking_HandsOnExercises\Bank_Data_file_1.csv] : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16019 : Read [1000] rows, read [0] error rows for source table [Bank_Data_file_2] instance name [Bank_Data_file_2]
2025-03-06 22:23:36 : INFO : (10044 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16008 : Reader run completed.
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16019 : Read [1000] rows, read [0] error rows for source table [Bank_Data_file_1] instance name [Bank_Data_file_1]
2025-03-06 22:23:36 : INFO : (10044 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16008 : Reader run completed.
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [inner] from [44739242] to [44740000].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [inner] from [89478484] to [89478576].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_7_0_17.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_7_0_17.idx] for Joiner [inner].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [master_outer] from [44739242] to [44740000].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [master_outer] from [89478484] to [89478576].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_8_0_17.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_8_0_17.idx] for Joiner [master_outer].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [detail_outer] from [44739242] to [44740000].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [detail_outer] from [89478484] to [89478576].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_9_0_17.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_9_0_17.idx] for Joiner [detail_outer].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [full_join] from [44739242] to [44740000].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [full_join] from [89478484] to [89478576].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_10_0_17.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_10_0_17.idx] for Joiner [full_join].
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21216 : Finished transformations for Source Qualifier [SQ_Bank_Data_file_2]. Total errors [0] 
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8167 : Start loading table [Target_Normal_Q10] at: Thu Mar 06 22:23:36 2025
2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8167 : Start loading table [target_master_Outer] at: Thu Mar 06 22:23:36 2025
2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8167 : Start loading table [target_detail_outerq10] at: Thu Mar 06 22:23:36 2025
2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8167 : Start loading table [target_full_outer] at: Thu Mar 06 22:23:36 2025
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21215 : DBG_21215 Finished processing detail relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1795 : The index cache size that would hold [1000] input rows from the master for [inner], in memory, is [26000] bytes
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1794 : The data cache size that would hold [1000] input rows from the master for [inner], in memory, is [40656] bytes
2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8168 : End loading table [Target_Normal_Q10] at: Thu Mar 06 22:23:36 2025
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21215 : DBG_21215 Finished processing detail relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1795 : The index cache size that would hold [1000] input rows from the master for [master_outer], in memory, is [26000] bytes
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1794 : The data cache size that would hold [1000] input rows from the master for [master_outer], in memory, is [40656] bytes
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21215 : DBG_21215 Finished processing detail relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1795 : The index cache size that would hold [1000] input rows from the master for [detail_outer], in memory, is [26000] bytes
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1794 : The data cache size that would hold [1000] input rows from the master for [detail_outer], in memory, is [40656] bytes
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21215 : DBG_21215 Finished processing detail relation : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1795 : The index cache size that would hold [1000] input rows from the master for [full_join], in memory, is [26000] bytes
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1794 : The data cache size that would hold [1000] input rows from the master for [full_join], in memory, is [40656] bytes
2025-03-06 22:23:36 : INFO : (10044 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21216 : Finished transformations for Source Qualifier [SQ_Bank_Data_file_1]. Total errors [0] 
2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8168 : End loading table [target_master_Outer] at: Thu Mar 06 22:23:36 2025
2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8168 : End loading table [target_detail_outerq10] at: Thu Mar 06 22:23:36 2025
2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8168 : End loading table [target_full_outer] at: Thu Mar 06 22:23:36 2025
2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8035 : Load complete time: Thu Mar 06 22:23:36 2025

LOAD SUMMARY
============

WRT_8036 Target: Target_Normal_Q10 (Instance Name: [Target_Normal_Q10])
WRT_8038 Inserted rows - Requested: 1110       Applied: 1110       Rejected: 0          Affected: 1110      

WRT_8036 Target: target_master_Outer (Instance Name: [target_master_Outer])
WRT_8038 Inserted rows - Requested: 1110       Applied: 1110       Rejected: 0          Affected: 1110      

WRT_8036 Target: target_detail_outerq10 (Instance Name: [target_detail_outerq10])
WRT_8038 Inserted rows - Requested: 1110       Applied: 1110       Rejected: 0          Affected: 1110      

WRT_8036 Target: target_full_outer (Instance Name: [target_full_outer])
WRT_8038 Inserted rows - Requested: 1110       Applied: 1110       Rejected: 0          Affected: 1110      


2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8043 : *****END LOAD SESSION*****
2025-03-06 22:23:36 : INFO : (10044 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8006 : Writer run completed.
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : PETL_24031 : 
***** RUN INFO FOR TGT LOAD ORDER GROUP [1], CONCURRENT SET [1] *****
Thread [READER_1_1_1] created for [the read stage] of partition point [SQ_Bank_Data_file_2] has completed. The total run time was insufficient for any meaningful statistics.
Thread [TRANSF_1_1_1] created for [the transformation stage] of partition point [SQ_Bank_Data_file_2] has completed. The total run time was insufficient for any meaningful statistics.
Thread [READER_1_2_1] created for [the read stage] of partition point [SQ_Bank_Data_file_1] has completed. The total run time was insufficient for any meaningful statistics.
Thread [TRANSF_1_2_1] created for [the transformation stage] of partition point [SQ_Bank_Data_file_1] has completed. The total run time was insufficient for any meaningful statistics.
Thread [WRITER_1_*_1] created for [the write stage] of partition point [Target_Normal_Q10, target_master_Outer, target_detail_outerq10, target_full_outer] has completed. The total run time was insufficient for any meaningful statistics.

2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : PETL_24005 : PETL_24005 Starting post-session tasks. : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | POST-SESS) : (IS | IS) : node01 : PETL_24091 : Thread [POST-SESS] has the ID [10].
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : PETL_24029 : PETL_24029 Post-session task completed successfully. : (Thu Mar 06 22:23:36 2025)
2025-03-06 22:23:36 : INFO : (10044 | MAPPING) : (IS | IS) : node01 : TM_6018 : The session completed with [0] row transformation errors. 
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_7_0_17.dat] for transformation [inner].
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_7_0_17.idx] for transformation [inner].
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_8_0_17.dat] for transformation [master_outer].
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_8_0_17.idx] for transformation [master_outer].
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_9_0_17.dat] for transformation [detail_outer].
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_9_0_17.idx] for transformation [detail_outer].
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_10_0_17.dat] for transformation [full_join].
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR21_10_0_17.idx] for transformation [full_join].
2025-03-06 22:23:36 : INFO : (10044 | MANAGER) : (IS | IS) : node01 : PETL_24002 : Parallel Pipeline Engine finished.
2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : PETL_24012 : Session run completed successfully.
2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : TM_6022 : 

SESSION LOAD SUMMARY
================================================

2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : TM_6252 : Source Load Summary.
2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [SQ_Bank_Data_file_2] (Instance Name: [SQ_Bank_Data_file_2])
	 Output Rows [1000], Affected Rows [1000], Applied Rows [1000], Rejected Rows [0]
2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [SQ_Bank_Data_file_1] (Instance Name: [SQ_Bank_Data_file_1])
	 Output Rows [1000], Affected Rows [1000], Applied Rows [1000], Rejected Rows [0]
